Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Cities,,,,,,
FDH31,12,Regular,0.020411155,Meat,98.6042,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.2462,Kolkata,,,,,,
FDL50,12.15,Regular,0.042552418,Canned,123.5046,OUT017,2007,Medium,Tier 2,Supermarket Type1,1743.0644,Jaipur,,,,,,
FDO21,11.6,Regular,0.009818244,Snack Foods,223.1404,OUT017,2007,Medium,Tier 2,Supermarket Type1,5175.9292,Chandigarh,,,,,,
FDW12,8.315,Regular,0.035572183,Baking Goods,144.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,2902.888,Kolkata,,,,,,
FDT15,12.15,Regular,0.04274788,Meat,183.695,OUT049,1999,Medium,Tier 1,Supermarket Type1,2929.52,Chennai,,,,,,
FDV25,5.905,Low Fat,0.04572322,Canned,222.1456,OUT049,1999,Medium,Tier 1,Supermarket Type1,5747.1856,Kolkata,,,,,,
DRH13,8.575,Low Fat,0.023934398,Soft Drinks,105.828,OUT045,2002,Medium,Tier 2,Supermarket Type1,958.752,Nagpur,,,,,,
FDG21,17.35,Regular,0.146527359,Seafood,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.075,Hyderabad,,,,,,
NCI55,18.6,Low Fat,0.012651172,Household,123.1414,OUT035,2004,Small,Tier 2,Supermarket Type1,2314.9866,Chandigarh,,,,,,
NCO06,12.6,Low Fat,0.107507291,Household,34.8558,OUT027,1985,Medium,Tier 3,Supermarket Type3,441.4254,Varanasi,,,,,,
FDR27,15.1,Regular,0.096295326,Meat,133.4942,OUT045,2002,Medium,Tier 2,Supermarket Type1,1457.4362,Surat,,,,,,
FDA22,12.6,Low Fat,0.053930934,Starchy Foods,167.5158,OUT027,1985,Medium,Tier 3,Supermarket Type3,4345.0108,Guwahati,,,,,,
FDS03,7.825,Low Fat,0.079613553,Meat,65.0826,OUT035,2004,Small,Tier 2,Supermarket Type1,1162.4868,Surat,,,,,,
FDZ12,9.17,Low Fat,0.103398309,Baking Goods,143.947,OUT018,2009,Medium,Tier 3,Supermarket Type2,2576.646,Ranchi,,,,,,
FDJ20,20.7,Regular,0.16767231,Fruits and Vegetables,124.2388,OUT010,1998,Medium,Tier 3,Grocery Store,247.6776,Guwahati,,,,,,
FDV09,12.1,Low Fat,0.020551458,Snack Foods,146.6734,OUT013,1987,High,Tier 3,Supermarket Type1,2227.101,Patna,,,,,,
FDW09,13.65,Regular,0.025961116,Snack Foods,80.4302,OUT049,1999,Medium,Tier 1,Supermarket Type1,316.9208,Delhi,,,,,,
FDS36,8.38,Regular,0.046960237,Baking Goods,111.857,OUT049,1999,Medium,Tier 1,Supermarket Type1,2966.139,Chennai,,,,,,
FDY19,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,OUT018,2009,Medium,Tier 3,Supermarket Type2,2239.0854,Yamunanagar,,,,,,
DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.9128,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.3792,Hyderabad,,,,,,
FDN12,15.6,Low Fat,0.08126841,Baking Goods,110.2544,OUT045,2002,Medium,Tier 2,Supermarket Type1,1789.6704,Nagpur,,,,,,
FDJ03,12.35,Regular,0.072689818,Dairy,48.7692,OUT018,2009,Medium,Tier 3,Supermarket Type2,788.3072,Varanasi,,,,,,
FDC46,17.7,Low Fat,0.116723677,Snack Foods,182.4266,OUT049,1999,Medium,Tier 1,Supermarket Type1,5163.9448,Hyderabad,,,,,,
FDM02,12.5,Regular,0.074035423,Canned,87.9198,OUT018,2009,Medium,Tier 3,Supermarket Type2,1133.8574,Patna,,,,,,
FDV20,20.2,Regular,0.059751638,Fruits and Vegetables,129.1678,OUT013,1987,High,Tier 3,Supermarket Type1,1017.3424,Guwahati,,,,,,
NCH07,13.15,Low Fat,0.092854963,Household,158.7604,OUT045,2002,Medium,Tier 2,Supermarket Type1,3010.7476,Nagpur,,,,,,
FDL28,12.6,Regular,0.053930934,Frozen Foods,230.0668,OUT019,1985,Small,Tier 1,Grocery Store,691.1004,Pune,,,,,,
FDJ46,12.6,Low Fat,0.044606379,Snack Foods,174.2054,OUT027,1985,Medium,Tier 3,Supermarket Type3,4377.635,Bhopal,,,,,,
FDQ34,10.85,Low Fat,0.162107603,Snack Foods,106.3622,OUT013,1987,High,Tier 3,Supermarket Type1,2117.244,Ranchi,,,,,,
NCD42,12.6,Low Fat,0.053930934,Health and Hygiene,37.3506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662,Ranchi,,,,,,
FDO34,17.7,Low Fat,0.030060895,Snack Foods,166.4816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2013.3792,Yamunanagar,,,,,,
FDX60,14.35,Low Fat,0.081050006,Baking Goods,79.196,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.336,Jaipur,,,,,,
FDZ28,20,Regular,0.051783761,Frozen Foods,125.8678,OUT017,2007,Medium,Tier 2,Supermarket Type1,3433.5306,Chandigarh,,,,,,
FDT36,12.3,Low Fat,0.053930934,Baking Goods,37.2874,OUT013,1987,High,Tier 3,Supermarket Type1,705.748,Bhopal,,,,,,
FDL24,10.3,Regular,0.024998007,Baking Goods,174.4422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3448.844,Meerut,,,,,,
FDJ58,15.6,Regular,0.105208448,Snack Foods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,4466.1864,Guwahati,,,,,,
FDY12,9.8,Regular,0.14118383,Baking Goods,50.5008,OUT018,2009,Medium,Tier 3,Supermarket Type2,253.004,Varanasi,,,,,,
FDP58,11.1,Low Fat,0.135692831,Snack Foods,220.0482,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.5784,Meerut,,,,,,
FDC41,12.6,Low Fat,0.116347087,Frozen Foods,76.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.711,Varanasi,,,,,,
FDY07,11.8,Low Fat,0.12150063,Fruits and Vegetables,46.8402,OUT013,1987,High,Tier 3,Supermarket Type1,413.4618,Ranchi,,,,,,
FDN08,7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,OUT017,2007,Medium,Tier 2,Supermarket Type1,3064.0116,Jaipur,,,,,,
FDJ53,12.6,Low Fat,0.070912843,Frozen Foods,121.5098,OUT027,1985,Medium,Tier 3,Supermarket Type3,2410.196,Patna,,,,,,
FDX04,19.6,Regular,0.041571557,Frozen Foods,49.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,623.1888,Delhi,,,,,,
FDZ19,6.425,Low Fat,0.093454899,Fruits and Vegetables,175.3712,OUT046,1997,Small,Tier 1,Supermarket Type1,2988.1104,Pune,,,,,,
FDB45,20.85,Low Fat,0.021329793,Fruits and Vegetables,105.5306,OUT046,1997,Small,Tier 1,Supermarket Type1,940.7754,Mumbai,,,,,,
NCF54,18,Low Fat,0.079299474,Household,170.5422,OUT010,1998,Medium,Tier 3,Grocery Store,344.8844,Yamunanagar,,,,,,
FDX21,7.05,Low Fat,0.085138334,Snack Foods,108.6912,OUT045,2002,Medium,Tier 2,Supermarket Type1,1310.2944,Indore,,,,,,
FDA50,16.25,Low Fat,0.087175137,Dairy,98.341,OUT046,1997,Small,Tier 1,Supermarket Type1,1351.574,Mumbai,,,,,,
DRH39,20.7,Low Fat,0.093214498,Dairy,74.667,OUT017,2007,Medium,Tier 2,Supermarket Type1,2143.876,Ahmedabad,,,,,,
FDA38,5.44,Low Fat,0.025458716,Dairy,241.2538,OUT013,1987,High,Tier 3,Supermarket Type1,3124.5994,Guwahati,,,,,,
NCP30,20.5,Low Fat,0.032741422,Household,40.4822,OUT013,1987,High,Tier 3,Supermarket Type1,589.233,Guwahati,,,,,,
FDW19,12.35,Regular,0.038560279,Fruits and Vegetables,109.857,OUT049,1999,Medium,Tier 1,Supermarket Type1,1208.427,Chennai,,,,,,
FDF41,12.6,Low Fat,0.130544568,Frozen Foods,248.046,OUT027,1985,Medium,Tier 3,Supermarket Type3,7883.072,Patna,,,,,,
DRF23,4.61,Low Fat,0.122629121,Hard Drinks,175.4396,OUT035,2004,Small,Tier 2,Supermarket Type1,2616.594,Chandigarh,,,,,,
NCP14,8.275,Low Fat,0.110913601,Household,106.3306,OUT017,2007,Medium,Tier 2,Supermarket Type1,1254.3672,Surat,,,,,,
FDK44,12.6,Low Fat,0.121635591,Fruits and Vegetables,175.4738,OUT027,1985,Medium,Tier 3,Supermarket Type3,2954.1546,Yamunanagar,,,,,,
DRA59,8.27,Regular,0.128449055,Soft Drinks,186.5924,OUT018,2009,Medium,Tier 3,Supermarket Type2,4442.2176,Patna,,,,,,
FDC28,7.905,Low Fat,0.055098434,Frozen Foods,109.2254,OUT045,2002,Medium,Tier 2,Supermarket Type1,976.7286,Ahmedabad,,,,,,
NCO53,16.2,Low Fat,0.053930934,Health and Hygiene,182.1608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3123.9336,Delhi,,,,,,
FDY55,12.6,Low Fat,0.053930934,Fruits and Vegetables,258.3988,OUT019,1985,Small,Tier 1,Grocery Store,256.9988,Bangalore,,,,,,
NCS54,13.6,Low Fat,0.010013429,Household,176.437,OUT045,2002,Medium,Tier 2,Supermarket Type1,4587.362,Chandigarh,,,,,,
NCM07,9.395,Low Fat,0.040187877,Others,85.6908,OUT017,2007,Medium,Tier 2,Supermarket Type1,1593.9252,Surat,,,,,,
FDQ19,7.35,Regular,0.024044279,Fruits and Vegetables,241.0512,OUT010,1998,Medium,Tier 3,Grocery Store,242.3512,Guwahati,,,,,,
FDS40,15.35,Low Fat,0.014007727,Frozen Foods,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,292.952,Yamunanagar,,,,,,
FDC14,14.5,Regular,0.041214746,Canned,42.0454,OUT013,1987,High,Tier 3,Supermarket Type1,629.181,Bhopal,,,,,,
FDR12,12.6,Regular,0.031663212,Baking Goods,173.2764,OUT018,2009,Medium,Tier 3,Supermarket Type2,1030.6584,Varanasi,,,,,,
FDM60,10.8,Regular,0.053930934,Baking Goods,39.3138,OUT013,1987,High,Tier 3,Supermarket Type1,1015.345,Patna,,,,,,
FDG26,18.85,Low Fat,0.042716162,Canned,257.833,OUT049,1999,Medium,Tier 1,Supermarket Type1,3332.329,Delhi,,,,,,
NCL55,12.15,Low Fat,0.06479182,Others,254.004,OUT045,2002,Medium,Tier 2,Supermarket Type1,2277.036,Indore,,,,,,
FDO21,11.6,Regular,0.009761175,Snack Foods,226.9404,OUT035,2004,Small,Tier 2,Supermarket Type1,1800.3232,Surat,,,,,,
NCG18,15.3,Low Fat,0.02295878,Household,101.6332,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976,Yamunanagar,,,,,,
FDA27,20.35,Regular,0.030927632,Dairy,256.8672,OUT046,1997,Small,Tier 1,Supermarket Type1,3579.3408,Mumbai,,,,,,
DRG03,14.5,Low Fat,0.103752817,Dairy,155.1998,OUT010,1998,Medium,Tier 3,Grocery Store,307.5996,Varanasi,,,,,,
FDC22,6.89,Regular,0.136428395,Snack Foods,193.982,OUT046,1997,Small,Tier 1,Supermarket Type1,1737.738,Kolkata,,,,,,
FDC21,14.6,Regular,0.071904258,Fruits and Vegetables,106.8254,OUT010,1998,Medium,Tier 3,Grocery Store,108.5254,Ranchi,,,,,,
FDN50,16.85,Regular,0.026627857,Canned,93.712,OUT018,2009,Medium,Tier 3,Supermarket Type2,745.696,Guwahati,,,,,,
DRF27,8.93,Low Fat,0.028393624,Dairy,153.434,OUT013,1987,High,Tier 3,Supermarket Type1,1378.206,Bhopal,,,,,,
FDW57,8.31,Regular,0.116331694,Snack Foods,176.9028,OUT017,2007,Medium,Tier 2,Supermarket Type1,3010.7476,Jaipur,,,,,,
FDM34,19,Low Fat,0.112893408,Snack Foods,131.0626,OUT010,1998,Medium,Tier 3,Grocery Store,524.6504,Patna,,,,,,
FDZ39,12.6,Regular,0.017937483,Meat,103.499,OUT027,1985,Medium,Tier 3,Supermarket Type3,1547.985,Meerut,,,,,,
FDU28,12.6,Regular,0.164438907,Frozen Foods,188.4214,OUT019,1985,Small,Tier 1,Grocery Store,376.8428,Kolkata,,,,,,
FDQ27,5.19,Regular,0.044252621,Meat,102.599,OUT046,1997,Small,Tier 1,Supermarket Type1,1651.184,Pune,,,,,,
FDQ52,17,Low Fat,0.120060274,Frozen Foods,246.5434,OUT017,2007,Medium,Tier 2,Supermarket Type1,4470.1812,Indore,,,,,,
FDT51,11.65,Regular,0.010909704,Meat,110.8544,OUT013,1987,High,Tier 3,Supermarket Type1,1677.816,Varanasi,,,,,,
NCI30,20.25,Low Fat,0.059055045,Household,247.346,OUT045,2002,Medium,Tier 2,Supermarket Type1,1970.768,Surat,,,,,,
NCX29,10,Low Fat,0.149223055,Health and Hygiene,145.8102,OUT010,1998,Medium,Tier 3,Grocery Store,874.8612,Meerut,,,,,,
FDX38,12.6,Regular,0.084404264,Dairy,49.5376,OUT019,1985,Small,Tier 1,Grocery Store,143.8128,Mumbai,,,,,,
FDO08,11.1,Regular,0.054079556,Fruits and Vegetables,165.9526,OUT017,2007,Medium,Tier 2,Supermarket Type1,2631.2416,Indore,,,,,,
FDM15,11.8,Regular,0.057655493,Meat,152.6366,OUT018,2009,Medium,Tier 3,Supermarket Type2,1662.5026,Bhopal,,,,,,
FDW22,9.695,Regular,0.030413777,Snack Foods,221.3114,OUT018,2009,Medium,Tier 3,Supermarket Type2,2217.114,Ranchi,,,,,,
FDT08,13.65,Low Fat,0.049496899,Fruits and Vegetables,151.505,OUT017,2007,Medium,Tier 2,Supermarket Type1,2846.295,Nagpur,,,,,,
FDS32,17.75,Regular,0.029653914,Fruits and Vegetables,140.5838,OUT046,1997,Small,Tier 1,Supermarket Type1,2669.1922,Mumbai,,,,,,
NCI06,11.3,Low Fat,0.047912071,Household,179.866,OUT018,2009,Medium,Tier 3,Supermarket Type2,1258.362,Bhopal,,,,,,
FDR21,12.6,Low Fat,0.066611321,Snack Foods,178.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,3705.177,Varanasi,,,,,,
FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,OUT046,1997,Small,Tier 1,Supermarket Type1,2651.2156,Chennai,,,,,,
FDZ02,6.905,Regular,0.03822479,Dairy,99.8726,OUT045,2002,Medium,Tier 2,Supermarket Type1,587.2356,Nagpur,,,,,,
FDH47,13.5,Regular,0.129016487,Starchy Foods,98.4068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1846.9292,Hyderabad,,,,,,
FDM58,16.85,Regular,0.080141165,Snack Foods,111.4544,OUT017,2007,Medium,Tier 2,Supermarket Type1,2013.3792,Lucknow,,,,,,
FDG09,20.6,Regular,0.0480335,Fruits and Vegetables,188.2556,OUT045,2002,Medium,Tier 2,Supermarket Type1,3755.112,Jaipur,,,,,,
FDO27,6.175,Regular,0.179355893,Meat,94.1752,OUT049,1999,Medium,Tier 1,Supermarket Type1,575.2512,Pune,,,,,,
FDI41,18.5,Regular,0.062510529,Frozen Foods,146.8418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2059.9852,Bhopal,,,,,,
FDK34,13.35,Low Fat,0.038519399,Snack Foods,236.8564,OUT035,2004,Small,Tier 2,Supermarket Type1,5005.4844,Jaipur,,,,,,
NCX54,12.6,Low Fat,0.047827139,Household,105.3622,OUT027,1985,Medium,Tier 3,Supermarket Type3,3387.5904,Bhopal,,,,,,
FDL14,8.115,Regular,0.032208865,Canned,154.9972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3739.1328,Bangalore,,,,,,
FDA13,15.85,Low Fat,0.078874948,Canned,37.4506,OUT018,2009,Medium,Tier 3,Supermarket Type2,303.6048,Guwahati,,,,,,
FDS11,12.6,Regular,0.097275777,Breads,223.9088,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,Delhi,,,,,,
FDT43,16.35,Low Fat,0.020664178,Fruits and Vegetables,50.8324,OUT017,2007,Medium,Tier 2,Supermarket Type1,1298.31,Indore,,,,,,
FDR07,21.35,Low Fat,0.078060605,Fruits and Vegetables,96.0094,OUT018,2009,Medium,Tier 3,Supermarket Type2,380.8376,Meerut,,,,,,
FDF41,12.15,Low Fat,0.131714183,Frozen Foods,245.846,OUT018,2009,Medium,Tier 3,Supermarket Type2,4434.228,Bhopal,,,,,,
DRM23,16.6,Low Fat,0.135944247,Hard Drinks,172.0422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2586.633,Hyderabad,,,,,,
FDO52,11.6,Regular,0.077478931,Frozen Foods,170.3106,OUT018,2009,Medium,Tier 3,Supermarket Type2,4277.765,Patna,,,,,,
FDD10,20.6,Regular,0.046114018,Snack Foods,178.2344,OUT045,2002,Medium,Tier 2,Supermarket Type1,1070.6064,Jaipur,,,,,,
FDN38,12.6,Regular,0.161030847,Canned,251.2408,OUT019,1985,Small,Tier 1,Grocery Store,1001.3632,Hyderabad,,,,,,
FDE17,20.1,Regular,0.054455495,Frozen Foods,149.5366,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.5954,Mumbai,,,,,,
FDZ03,13.65,Regular,0.053930934,Dairy,186.024,OUT018,2009,Medium,Tier 3,Supermarket Type2,4287.752,Yamunanagar,,,,,,
FDD03,13.3,Low Fat,0.080257683,Dairy,232.63,OUT017,2007,Medium,Tier 2,Supermarket Type1,1864.24,Ahmedabad,,,,,,
NCW18,12.6,Low Fat,0.059037538,Household,237.7248,OUT027,1985,Medium,Tier 3,Supermarket Type3,2607.2728,Ranchi,,,,,,
DRG36,12.6,Low Fat,0.094916347,Soft Drinks,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,4277.765,Meerut,,,,,,
FDT43,16.35,Low Fat,0.034393057,Fruits and Vegetables,50.8324,OUT010,1998,Medium,Tier 3,Grocery Store,155.7972,Yamunanagar,,,,,,
NCU17,5.32,Low Fat,0.093261677,Health and Hygiene,100.9674,OUT018,2009,Medium,Tier 3,Supermarket Type2,1222.4088,Guwahati,,,,,,
FDH50,15,Regular,0.16143544,Canned,185.1266,OUT046,1997,Small,Tier 1,Supermarket Type1,2766.399,Chennai,,,,,,
FDU57,8.27,Regular,0.089479661,Snack Foods,148.6708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912,Yamunanagar,,,,,,
FDA56,12.6,Low Fat,0.008722342,Fruits and Vegetables,123.5414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4508.1318,Bhopal,,,,,,
FDZ15,13.1,Low Fat,0.020988798,Dairy,117.7782,OUT017,2007,Medium,Tier 2,Supermarket Type1,1191.782,Chandigarh,,,,,,
FDY51,12.5,Low Fat,0.081260969,Meat,221.7798,OUT049,1999,Medium,Tier 1,Supermarket Type1,3085.3172,Bangalore,,,,,,
DRF03,19.1,Low Fat,0.045308131,Dairy,42.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,649.8208,Hyderabad,,,,,,
NCV06,11.3,Low Fat,0.06705851,Household,194.0478,OUT017,2007,Medium,Tier 2,Supermarket Type1,3293.7126,Nagpur,,,,,,
FDA21,13.65,Low Fat,0.035930784,Snack Foods,184.4924,OUT013,1987,High,Tier 3,Supermarket Type1,9069.5276,Varanasi,,,,,,
NCQ53,12.6,Low Fat,0.018813776,Health and Hygiene,235.259,OUT027,1985,Medium,Tier 3,Supermarket Type3,5672.616,Bhopal,,,,,,
NCO29,12.6,Low Fat,0.032099989,Health and Hygiene,164.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2960.1468,Varanasi,,,,,,
FDT26,18.85,Regular,0.06823032,Dairy,121.044,OUT018,2009,Medium,Tier 3,Supermarket Type2,1557.972,Varanasi,,,,,,
FDI21,5.59,Regular,0.056592115,Snack Foods,65.0168,OUT035,2004,Small,Tier 2,Supermarket Type1,447.4176,Surat,,,,,,
NCI55,18.6,Low Fat,0.012643035,Household,119.8414,OUT013,1987,High,Tier 3,Supermarket Type1,365.5242,Meerut,,,,,,
FDZ04,9.31,Low Fat,0.063529046,Frozen Foods,63.751,OUT010,1998,Medium,Tier 3,Grocery Store,126.502,Patna,,,,,,
FDL27,6.17,Low Fat,0.010630949,Meat,65.9826,OUT046,1997,Small,Tier 1,Supermarket Type1,1162.4868,Hyderabad,,,,,,
FDS45,5.175,Regular,0.029490377,Snack Foods,107.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.2794,Indore,,,,,,
NCG43,12.6,Low Fat,0.129983688,Household,93.0462,OUT019,1985,Small,Tier 1,Grocery Store,185.0924,Kolkata,,,,,,
FDU28,19.2,Regular,0.094300933,Frozen Foods,187.5214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.7926,Guwahati,,,,,,
FDO20,12.85,Regular,0.152001201,Fruits and Vegetables,252.3382,OUT013,1987,High,Tier 3,Supermarket Type1,6056.1168,Yamunanagar,,,,,,
NCG55,16.25,Low Fat,0.039113587,Household,116.0176,OUT013,1987,High,Tier 3,Supermarket Type1,1488.7288,Meerut,,,,,,
NCM42,6.13,Low Fat,0.02848169,Household,110.4912,OUT017,2007,Medium,Tier 2,Supermarket Type1,1310.2944,Nagpur,,,,,,
NCG07,12.3,Low Fat,0.05271592,Household,189.653,OUT018,2009,Medium,Tier 3,Supermarket Type2,569.259,Guwahati,,,,,,
NCQ29,12.6,Low Fat,0.182493512,Health and Hygiene,258.8278,OUT019,1985,Small,Tier 1,Grocery Store,1041.3112,Chennai,,,,,,
NCV05,10.1,Low Fat,0.050562853,Health and Hygiene,153.3656,OUT010,1998,Medium,Tier 3,Grocery Store,463.3968,Meerut,,,,,,
NCO02,11.15,Low Fat,0.07366703,Others,66.2142,OUT018,2009,Medium,Tier 3,Supermarket Type2,131.8284,Meerut,,,,,,
FDH19,19.35,Low Fat,0.03322326,Meat,172.0738,OUT018,2009,Medium,Tier 3,Supermarket Type2,3301.7022,Yamunanagar,,,,,,
DRG13,17.25,Low Fat,0.037396492,Soft Drinks,165.6526,OUT017,2007,Medium,Tier 2,Supermarket Type1,1808.9786,Jaipur,,,,,,
FDI57,19.85,Low Fat,0.054015429,Seafood,196.3768,OUT035,2004,Small,Tier 2,Supermarket Type1,4138.6128,Surat,,,,,,
FDX51,9.5,Regular,0.02210346,Meat,194.7452,OUT045,2002,Medium,Tier 2,Supermarket Type1,1370.2164,Indore,,,,,,
FDW33,9.395,Low Fat,0.099274694,Snack Foods,104.528,OUT049,1999,Medium,Tier 1,Supermarket Type1,852.224,Hyderabad,,,,,,
DRE12,4.59,Low Fat,0.070721656,Soft Drinks,113.286,OUT013,1987,High,Tier 3,Supermarket Type1,1471.418,Bhopal,,,,,,
FDY31,5.98,Low Fat,0.043554614,Fruits and Vegetables,148.2418,OUT035,2004,Small,Tier 2,Supermarket Type1,2354.2688,Chandigarh,,,,,,
FDR31,6.46,Regular,0.04923932,Fruits and Vegetables,144.4102,OUT049,1999,Medium,Tier 1,Supermarket Type1,4374.306,Kolkata,,,,,,
FDS55,7.02,Low Fat,0.08114883,Fruits and Vegetables,146.8734,OUT035,2004,Small,Tier 2,Supermarket Type1,3563.3616,Indore,,,,,,
DRL60,8.52,Low Fat,0.027054244,Soft Drinks,151.5682,OUT035,2004,Small,Tier 2,Supermarket Type1,3506.7686,Surat,,,,,,
FDW55,12.6,Regular,0.036773101,Fruits and Vegetables,250.3092,OUT010,1998,Medium,Tier 3,Grocery Store,249.0092,Yamunanagar,,,,,,
FDT11,5.94,Regular,0.049163321,Breads,186.4556,OUT010,1998,Medium,Tier 3,Grocery Store,563.2668,Patna,,,,,,
FDO50,16.25,Low Fat,0.078168739,Canned,91.3804,OUT046,1997,Small,Tier 1,Supermarket Type1,1653.8472,Chennai,,,,,,
FDD28,10.695,Low Fat,0.05337973,Frozen Foods,56.7904,OUT049,1999,Medium,Tier 1,Supermarket Type1,1113.2176,Chennai,,,,,,
FDN28,5.88,Regular,0.030418998,Frozen Foods,103.099,OUT017,2007,Medium,Tier 2,Supermarket Type1,1341.587,Jaipur,,,,,,
FDS35,9.3,Low Fat,0.111673587,Breads,65.7826,OUT018,2009,Medium,Tier 3,Supermarket Type2,968.739,Ranchi,,,,,,
FDB38,19.5,Regular,0.027341529,Canned,158.292,OUT035,2004,Small,Tier 2,Supermarket Type1,3994.8,Nagpur,,,,,,
FDT07,5.82,Regular,0.077634044,Fruits and Vegetables,256.433,OUT018,2009,Medium,Tier 3,Supermarket Type2,3844.995,Yamunanagar,,,,,,
FDC53,8.68,Low Fat,0.008835694,Frozen Foods,96.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608,Chennai,,,,,,
NCT41,15.7,Low Fat,0.055990291,Health and Hygiene,153.2024,OUT046,1997,Small,Tier 1,Supermarket Type1,3795.06,Bangalore,,,,,,
FDR40,12.6,Regular,0.00799548,Frozen Foods,78.5618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.7304,Guwahati,,,,,,
FDH32,12.8,Low Fat,0.076369874,Fruits and Vegetables,97.241,OUT018,2009,Medium,Tier 3,Supermarket Type2,1448.115,Bhopal,,,,,,
FDN60,15.1,Low Fat,0.095351065,Baking Goods,158.6604,OUT045,2002,Medium,Tier 2,Supermarket Type1,2535.3664,Lucknow,,,,,,
FDR33,7.31,Low Fat,0.026783871,Snack Foods,108.157,OUT035,2004,Small,Tier 2,Supermarket Type1,1098.57,Chandigarh,,,,,,
FDB59,12.6,Low Fat,0.01520491,Snack Foods,197.2084,OUT027,1985,Medium,Tier 3,Supermarket Type3,4166.5764,Yamunanagar,,,,,,
FDS07,12.35,Low Fat,0.099757833,Fruits and Vegetables,113.9518,OUT046,1997,Small,Tier 1,Supermarket Type1,910.8144,Chennai,,,,,,
FDD02,16.6,Low Fat,0.053930934,Canned,117.3124,OUT013,1987,High,Tier 3,Supermarket Type1,2014.7108,Meerut,,,,,,
FDH05,14.35,Regular,0.090896452,Frozen Foods,231.2984,OUT035,2004,Small,Tier 2,Supermarket Type1,6024.1584,Chandigarh,,,,,,
FDR04,7.075,Low Fat,0.022602061,Frozen Foods,98.1068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1458.102,Kolkata,,,,,,
DRJ47,18.25,Low Fat,0.044250304,Hard Drinks,174.708,OUT046,1997,Small,Tier 1,Supermarket Type1,2423.512,Kolkata,,,,,,
FDW50,13.1,Low Fat,0.075885921,Dairy,165.1158,OUT018,2009,Medium,Tier 3,Supermarket Type2,1504.0422,Guwahati,,,,,,
NCJ17,7.68,Low Fat,0.153177941,Health and Hygiene,85.2224,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336,Bhopal,,,,,,
FDH60,19.7,Regular,0.053930934,Baking Goods,197.911,OUT045,2002,Medium,Tier 2,Supermarket Type1,1767.699,Chandigarh,,,,,,
DRL60,8.52,Low Fat,0.027114238,Soft Drinks,151.9682,OUT045,2002,Medium,Tier 2,Supermarket Type1,1677.1502,Nagpur,,,,,,
FDS32,17.75,Regular,0.049634572,Fruits and Vegetables,140.2838,OUT010,1998,Medium,Tier 3,Grocery Store,280.9676,Varanasi,,,,,,
FDM58,12.6,Regular,0.053930934,Snack Foods,112.2544,OUT027,1985,Medium,Tier 3,Supermarket Type3,3914.904,Meerut,,,,,,
FDK10,5.785,Regular,0.040587146,Snack Foods,180.366,OUT017,2007,Medium,Tier 2,Supermarket Type1,1258.362,Nagpur,,,,,,
NCS30,5.945,Low Fat,0.093008616,Household,127.8652,OUT035,2004,Small,Tier 2,Supermarket Type1,2195.8084,Ahmedabad,,,,,,
FDY15,18.25,Regular,0.17179432,Dairy,154.663,OUT017,2007,Medium,Tier 2,Supermarket Type1,2659.871,Lucknow,,,,,,
